Transaction ID,Customer ID,Merchant ID,Transaction Amount,Time of Transaction,Day of Transaction_cd,Day of Transaction,Product Category_cd,Product Category,Average Monthly Spending,Average Transaction Amount,Average Distance from Home,Number of Transactions in the last 24 hours,Average Time between Transactions in the last 24 hours,Number of Transactions in the last 7 days,Average Time between Transactions in the last 7 days,Distance Traveled in the last 24 hours,Number of Different Merchants Used in the last 24 hours,Number of Different Merchants Used in the last 7 days,Payment Method_cd,Payment Method,Bank Issuer_cd,Bank Issuer,Credit Score,Credit Limit,Account Age,Merchant Location_cd,Merchant Location,Customer Location_cd,Customer Location,Merchant Type_cd,Merchant Type,Customer Type_cd,Customer Type,Fraudulent Transaction,Fraudulent Transaction_cd
939223,772670,51763,82306,12:18:34,7,Sunday,9,Food and Beverage,7559,5247,103,12,15,5,17,40,7,3,1, Credit Card,20,Wells Fargo,756,27000,10,20,London,24,Georgia,15,Retail Store,1, One-time Shopper,YES,1
698573,876972,22703,20186,06:04:50,3,Wednesday,18,Pet Supplies,9538,3192,18,4,6,77,2,65,3,57,3, Mobile Payment,1, JKL Bank,838,63000,1,24,New York,24,Georgia,15,Retail Store,1, One-time Shopper,YES,1
254501,833695,99684,49292,04:54:19,7,Sunday,2, Electronics,3654,8329,24,15,2,27,4,49,7,11,8,Mobile Payment,11,DEF Bank,504,78000,6,20,London,9,"Anaheim, CA",15,Retail Store,1, One-time Shopper,NO,0
424544,285533,60723,20597,04:33:29,3,Wednesday,12,Home & Kitchen,3455,5195,104,11,12,90,1,32,5,60,1, Credit Card,6,Bank of America,715,21000,2,24,New York,13,Bangalore,9,Hardware,1, One-time Shopper,YES,1
831960,246788,23493,61774,18:24:22,2,Tuesday,16,Home Improvement,1731,5381,117,15,22,12,14,81,0,3,2, Debit Card,7,Barclays,609,43000,3,21,Los Angeles,21,Delhi,18,Specialty Store,3,Regular,NO,0
911959,326960,45618,74360,02:52:38,1,Monday,8,Fashion,9786,9421,134,7,8,30,2,27,0,19,8,Mobile Payment,2, LMN Bank,672,16000,10,2, London,6, Miami,13,Pharmacy,2,Occasional,YES,1
213124,790146,66384,732,05:24:30,7,Sunday,13,Home and Garden,4828,6550,129,13,19,52,3,95,7,18,1, Credit Card,19,TD Bank,528,37000,1,29,Seattle,25,Hong Kong,11,Office Supplies Store,1, One-time Shopper,NO,0
741026,915603,45302,35488,21:20:17,5,Friday,1, Clothing,295,8665,100,15,18,14,6,27,12,14,9,Net Banking,20,Wells Fargo,875,88000,7,18,Houston,14,Boston,5,Department Store,1, One-time Shopper,YES,1
678142,314193,76381,75533,19:24:38,4,Thursday,18,Pet Supplies,4689,4306,25,11,17,63,2,4,9,26,7,E-wallet,15,ICICI Bank,571,85000,4,34,Washington,24,Georgia,14,Restaurant,1, One-time Shopper,NO,0
237004,161693,4308,5430,08:36:46,6,Saturday,12,Home & Kitchen,94,7833,84,2,7,65,1,80,2,61,2, Debit Card,7,Barclays,858,11000,2,15,Denver,6, Miami,18,Specialty Store,1, One-time Shopper,NO,0
450378,259567,81206,49430,15:40:22,4,Thursday,13,Home and Garden,3783,6865,137,15,20,94,1,24,4,57,1, Credit Card,14,HSBC,524,65000,9,14,Delhi,6, Miami,8,Furniture Store,1, One-time Shopper,NO,0
279222,420257,28886,37807,07:35:45,3,Wednesday,3, Health & Beauty,3156,58,48,8,5,90,1,100,6,46,10,Online Payment,11,DEF Bank,749,52000,4,30,Shanghai,15,"Brooklyn, NY",3,Clothing Store,2,Occasional,NO,0
969485,705631,54153,19192,13:05:17,2,Tuesday,1, Clothing,9967,7724,68,4,16,44,3,26,0,29,1, Credit Card,11,DEF Bank,596,78000,1,23,Mumbai,32,Massachusetts,6,Drug Store,3,Regular,NO,0
438516,968272,22358,32488,22:40:03,3,Wednesday,18,Pet Supplies,1281,757,110,4,3,99,1,52,2,10,6,Debit Card,17,JPMorgan Chase,635,42000,3,8,Boston,12,Austin,5,Department Store,1, One-time Shopper,NO,0
303381,376357,43324,57332,11:40:15,3,Wednesday,5,Books,3248,5082,10,2,14,20,3,76,0,12,8,Mobile Payment,20,Wells Fargo,678,50000,4,9,Buenos Aires,17,Chennai,6,Drug Store,2,Occasional,NO,0
280875,218839,64870,83748,13:15:14,3,Wednesday,11,Grocery,3883,3185,73,11,4,17,4,86,10,4,9,Net Banking,14,HSBC,655,17000,3,1, Dubai,15,"Brooklyn, NY",10,Home Store,1, One-time Shopper,NO,0
835885,567094,92910,36721,03:36:12,5,Friday,3, Health & Beauty,5990,2488,26,7,16,20,6,4,2,18,5,Credit Card,11,DEF Bank,616,82000,8,20,London,33,Mexico,2,Bookstore,3,Regular,NO,0
939772,709865,10037,23349,04:41:52,6,Saturday,2, Electronics,9036,6685,117,13,17,44,1,84,7,6,9,Net Banking,10,Citibank,884,68000,5,19,Illinois,21,Delhi,2,Bookstore,3,Regular,YES,1
532995,766781,75327,52768,20:39:22,3,Wednesday,13,Home and Garden,3177,7658,52,12,14,54,1,85,9,4,6,Debit Card,18,SBI,555,50000,9,20,London,33,Mexico,10,Home Store,1, One-time Shopper,YES,1
429977,180396,58858,44832,11:15:09,5,Friday,18,Pet Supplies,38,5185,124,12,1,58,2,31,7,7,9,Net Banking,8,Chase,576,15000,7,26,Rio de Janeiro,28,London,13,Pharmacy,3,Regular,YES,1
381402,161436,12613,1521,12:35:18,2,Tuesday,1, Clothing,6636,3052,44,15,11,14,7,5,6,5,8,Mobile Payment,13,HDFC Bank,732,62000,3,19,Illinois,22,Denver,7,Electronics,1, One-time Shopper,NO,0
914791,968626,64008,92969,21:38:07,6,Saturday,12,Home & Kitchen,9434,4685,85,8,22,11,1,81,6,5,7,E-wallet,2, LMN Bank,608,2000,1,3, Los Angeles,4, Japan,7,Electronics,1, One-time Shopper,YES,1
658940,319125,76053,23318,18:59:42,3,Wednesday,16,Home Improvement,6924,4134,88,13,17,34,4,40,4,19,7,E-wallet,5,Axis Bank,881,15000,8,2, London,33,Mexico,16,Retailer,2,Occasional,NO,0
191504,962480,45493,44348,22:35:53,2,Tuesday,20,Sports,738,1419,14,7,21,78,2,65,2,66,3, Mobile Payment,15,ICICI Bank,775,18000,5,1, Dubai,10,Arizona,11,Office Supplies Store,2,Occasional,YES,1
454699,191648,78553,10253,11:47:17,4,Thursday,3, Health & Beauty,4639,8882,8,12,18,29,3,15,11,16,2, Debit Card,10,Citibank,758,23000,3,11,Chennai,13,Bangalore,1, Online,2,Occasional,YES,1
902596,766109,50721,26606,23:45:51,2,Tuesday,13,Home and Garden,6215,7504,100,5,21,90,1,100,3,56,5,Credit Card,2, LMN Bank,646,69000,7,16,Florida,18,Chicago,5,Department Store,2,Occasional,YES,1
602748,701503,51237,89885,05:41:02,7,Sunday,8,Fashion,1475,5888,125,4,19,41,4,39,0,35,10,Online Payment,20,Wells Fargo,692,10000,7,14,Delhi,5, Manchester,10,Home Store,2,Occasional,NO,0
831286,533176,59815,20708,15:52:53,5,Friday,11,Grocery,1787,2548,116,2,3,55,1,8,2,10,9,Net Banking,2, LMN Bank,747,53000,2,24,New York,4, Japan,12,Online,3,Regular,NO,0
325012,324641,49664,81858,20:10:16,6,Saturday,4,Beauty & Personal Care,6052,842,52,6,19,14,6,83,6,8,8,Mobile Payment,11,DEF Bank,751,49000,5,16,Florida,7, San Francisco,1, Online,1, One-time Shopper,YES,1
949269,267119,14650,64666,06:50:30,3,Wednesday,6,Books and Stationery,5565,227,61,11,17,79,1,47,8,68,1, Credit Card,13,HDFC Bank,898,53000,8,23,Mumbai,4, Japan,5,Department Store,1, One-time Shopper,NO,0
354762,135101,49668,38637,06:13:48,4,Thursday,12,Home & Kitchen,2979,3814,95,15,6,2,22,28,2,1,5,Credit Card,17,JPMorgan Chase,686,4000,1,22,Miami,34,Miami,3,Clothing Store,1, One-time Shopper,NO,0
981569,735617,17912,77404,08:10:25,5,Friday,20,Sports,567,5083,20,10,6,11,11,75,0,5,5,Credit Card,11,DEF Bank,642,41000,10,5, Paris,30,Los Angeles,12,Online,1, One-time Shopper,NO,0
253257,263550,95271,65199,13:23:37,4,Thursday,15,Home Decor,9052,2614,127,7,18,84,1,70,1,48,1, Credit Card,10,Citibank,572,49000,2,32,Texas,9,"Anaheim, CA",7,Electronics,1, One-time Shopper,NO,0
475605,944656,68949,6069,23:09:33,2,Tuesday,14,Home Appliances,5491,5480,35,15,23,3,16,93,13,1,2, Debit Card,7,Barclays,604,75000,2,28,Sao Paulo,29,"Long Beach, CA",6,Drug Store,3,Regular,NO,0
362233,523164,89315,71857,17:09:50,3,Wednesday,11,Grocery,728,745,61,5,20,46,2,20,2,11,9,Net Banking,5,Axis Bank,674,43000,4,16,Florida,32,Massachusetts,11,Office Supplies Store,1, One-time Shopper,YES,1
672320,610663,65189,64016,19:12:10,2,Tuesday,4,Beauty & Personal Care,3098,981,29,9,3,27,3,77,4,22,6,Debit Card,1, JKL Bank,704,34000,5,33,Tokyo,16,California,1, Online,3,Regular,YES,1
570874,813368,78280,94234,09:09:50,6,Saturday,4,Beauty & Personal Care,956,6763,55,3,9,49,2,11,0,8,9,Net Banking,14,HSBC,653,88000,2,25,Paris,6, Miami,19,Supermarket,3,Regular,NO,0
904201,364625,5262,1874,08:43:23,2,Tuesday,17,Office Supplies,7113,5875,47,6,8,5,25,33,1,4,9,Net Banking,18,SBI,866,45000,3,9,Buenos Aires,4, Japan,13,Pharmacy,3,Regular,NO,0
924994,841808,25514,2687,18:09:46,6,Saturday,10,Furniture,813,6051,138,3,8,90,1,61,0,4,6,Debit Card,1, JKL Bank,887,8000,7,22,Miami,15,"Brooklyn, NY",4,Cosmetics Store,2,Occasional,YES,1
250647,686899,15469,86101,19:18:55,4,Thursday,18,Pet Supplies,7173,8531,29,15,18,16,2,95,2,4,8,Mobile Payment,16,JP Morgan,728,6000,7,7,Bangalore,6, Miami,5,Department Store,1, One-time Shopper,YES,1
144833,292652,21746,42996,20:33:20,2,Tuesday,2, Electronics,3193,2988,114,8,9,83,1,58,4,81,2, Debit Card,15,ICICI Bank,790,11000,7,12,Chicago,22,Denver,13,Pharmacy,2,Occasional,YES,1
473316,872938,97741,63030,08:08:26,5,Friday,12,Home & Kitchen,6199,1347,103,13,21,31,1,31,10,3,8,Mobile Payment,5,Axis Bank,546,29000,3,33,Tokyo,21,Delhi,8,Furniture Store,3,Regular,YES,1
321600,197510,34671,23801,02:34:53,2,Tuesday,10,Furniture,9516,7996,33,10,16,58,1,53,1,22,4,Cash,11,DEF Bank,869,62000,1,15,Denver,20,Dallas,16,Retailer,3,Regular,NO,0
648355,459033,96533,38608,12:33:42,3,Wednesday,13,Home and Garden,9185,6212,36,14,18,47,1,60,14,41,10,Online Payment,13,HDFC Bank,839,32000,10,29,Seattle,21,Delhi,3,Clothing Store,2,Occasional,NO,0
198371,302430,85521,28720,21:35:50,7,Sunday,6,Books and Stationery,5733,8757,28,13,5,84,2,30,7,33,4,Cash,13,HDFC Bank,589,59000,10,11,Chennai,12,Austin,15,Retail Store,3,Regular,YES,1
131268,875862,48703,90009,07:50:31,3,Wednesday,18,Pet Supplies,6733,9808,67,10,5,8,9,8,4,2,8,Mobile Payment,12,Discover,733,48000,8,30,Shanghai,16,California,17,Salon,3,Regular,YES,1
980114,383531,19088,35672,11:49:52,3,Wednesday,13,Home and Garden,6334,8868,13,4,16,3,26,38,0,1,3, Mobile Payment,12,Discover,742,43000,8,30,Shanghai,26,Houston,15,Retail Store,2,Occasional,NO,0
597750,370756,2081,82135,16:41:11,5,Friday,15,Home Decor,1340,8591,31,13,9,23,6,84,0,16,6,Debit Card,1, JKL Bank,681,67000,8,19,Illinois,16,California,1, Online,1, One-time Shopper,NO,0
969279,336841,63093,38918,08:28:54,6,Saturday,4,Beauty & Personal Care,5333,4125,9,9,6,90,1,11,2,84,2, Debit Card,11,DEF Bank,779,15000,7,16,Florida,2, Berlin,11,Office Supplies Store,3,Regular,NO,0
120608,422692,31968,62728,17:44:12,4,Thursday,6,Books and Stationery,6269,9488,26,11,23,12,3,72,4,6,5,Credit Card,18,SBI,664,90000,4,23,Mumbai,24,Georgia,8,Furniture Store,1, One-time Shopper,YES,1
254819,469571,61684,63343,18:26:29,5,Friday,9,Food and Beverage,7176,6033,71,15,7,44,3,9,1,35,3, Mobile Payment,11,DEF Bank,694,58000,6,28,Sao Paulo,22,Denver,11,Office Supplies Store,2,Occasional,NO,0
807106,508953,46637,12012,10:30:41,3,Wednesday,7,Electronics,966,8326,45,2,11,48,2,15,1,11,9,Net Banking,16,JP Morgan,594,85000,2,16,Florida,4, Japan,10,Home Store,3,Regular,NO,0
467893,140957,49666,17020,10:10:45,1,Monday,17,Office Supplies,3999,3627,105,2,4,32,5,42,1,7,3, Mobile Payment,9,Citi,643,54000,4,33,Tokyo,24,Georgia,19,Supermarket,3,Regular,YES,1
443149,200686,44912,74246,17:19:01,6,Saturday,14,Home Appliances,8221,3386,43,3,1,80,1,63,3,73,4,Cash,11,DEF Bank,576,37000,8,9,Buenos Aires,16,California,3,Clothing Store,3,Regular,NO,0
767834,926714,51131,58312,23:05:07,1,Monday,1, Clothing,5241,8683,72,12,3,11,3,29,0,8,10,Online Payment,17,JPMorgan Chase,664,75000,9,12,Chicago,14,Boston,3,Clothing Store,2,Occasional,YES,1
594491,549891,87715,56964,11:33:46,7,Sunday,6,Books and Stationery,3750,2242,147,11,19,31,4,96,10,13,8,Mobile Payment,7,Barclays,868,23000,8,33,Tokyo,28,London,18,Specialty Store,2,Occasional,NO,0
411155,314655,93212,64377,08:59:31,4,Thursday,6,Books and Stationery,5525,6008,22,15,16,4,36,26,6,2,5,Credit Card,13,HDFC Bank,791,15000,3,29,Seattle,14,Boston,3,Clothing Store,2,Occasional,YES,1
960098,691629,67208,38160,08:51:16,6,Saturday,1, Clothing,1341,3746,12,10,4,30,3,19,1,11,2, Debit Card,18,SBI,772,49000,5,22,Miami,19,Colorado,5,Department Store,2,Occasional,NO,0
685245,253274,35072,68527,00:13:33,5,Friday,17,Office Supplies,832,3891,22,4,23,63,1,26,2,14,5,Credit Card,17,JPMorgan Chase,592,68000,10,19,Illinois,16,California,4,Cosmetics Store,2,Occasional,YES,1
856748,473628,88489,76857,10:31:51,4,Thursday,18,Pet Supplies,6267,840,57,5,23,19,1,58,5,7,1, Credit Card,18,SBI,757,53000,10,21,Los Angeles,19,Colorado,6,Drug Store,1, One-time Shopper,NO,0
716802,433564,20243,87057,13:26:42,6,Saturday,9,Food and Beverage,4092,8370,56,5,22,92,1,6,5,71,9,Net Banking,20,Wells Fargo,672,5000,10,3, Los Angeles,11,Atlanta,3,Clothing Store,2,Occasional,YES,1
773003,810548,49773,92346,15:43:58,5,Friday,15,Home Decor,4704,4419,87,15,12,84,2,9,7,41,4,Cash,20,Wells Fargo,786,49000,2,31,Singapore,28,London,8,Furniture Store,2,Occasional,NO,0
755574,940774,97308,4180,02:51:34,2,Tuesday,3, Health & Beauty,46,8977,101,6,4,99,1,77,0,46,6,Debit Card,1, JKL Bank,764,52000,10,31,Singapore,19,Colorado,16,Retailer,2,Occasional,NO,0
875867,728765,71484,23327,17:19:05,4,Thursday,2, Electronics,1786,9423,65,4,12,70,2,30,0,29,1, Credit Card,3, TUV Bank,715,86000,2,29,Seattle,34,Miami,14,Restaurant,3,Regular,YES,1
953477,549045,80067,82531,04:54:52,1,Monday,7,Electronics,9480,3255,81,2,6,49,1,43,0,40,10,Online Payment,7,Barclays,690,35000,7,22,Miami,25,Hong Kong,7,Electronics,2,Occasional,NO,0
571636,728682,95370,83899,13:06:56,2,Tuesday,14,Home Appliances,8870,7281,84,13,12,39,2,5,13,11,9,Net Banking,19,TD Bank,601,2000,10,8,Boston,21,Delhi,9,Hardware,2,Occasional,NO,0
886810,924010,49054,21431,22:30:49,5,Friday,2, Electronics,1583,1671,135,12,19,14,12,62,4,1,7,E-wallet,14,HSBC,728,67000,8,8,Boston,30,Los Angeles,10,Home Store,1, One-time Shopper,YES,1
117251,968628,99383,20999,05:56:05,1,Monday,18,Pet Supplies,1172,9984,142,9,23,21,5,6,5,16,5,Credit Card,11,DEF Bank,763,66000,2,19,Illinois,27,Illinois,18,Specialty Store,3,Regular,NO,0
267302,831358,95909,22767,13:49:34,2,Tuesday,19,Pharmacy,8012,9124,14,1,12,19,4,9,0,1,7,E-wallet,4,AMEX,591,63000,3,27,San Francisco,31,Manchester,14,Restaurant,1, One-time Shopper,YES,1
724480,907946,57947,79763,08:09:11,6,Saturday,5,Books,1525,7222,107,15,13,45,3,8,8,10,10,Online Payment,16,JP Morgan,856,43000,1,34,Washington,14,Boston,9,Hardware,3,Regular,NO,0
348562,268579,50698,68583,15:51:30,5,Friday,13,Home and Garden,5624,871,30,3,16,38,3,93,1,2,4,Cash,19,TD Bank,616,20000,10,19,Illinois,24,Georgia,11,Office Supplies Store,3,Regular,NO,0
318066,708795,4573,99334,03:42:31,4,Thursday,12,Home & Kitchen,160,610,3,6,18,46,3,41,1,8,5,Credit Card,13,HDFC Bank,900,17000,3,4, New York,8, Vancouver,3,Clothing Store,3,Regular,YES,1
995737,516751,88613,24158,12:55:09,6,Saturday,20,Sports,9951,7762,37,4,14,15,9,6,0,11,6,Debit Card,17,JPMorgan Chase,880,22000,1,28,Sao Paulo,23,Florida,5,Department Store,1, One-time Shopper,NO,0
135736,237490,37161,35285,08:13:26,6,Saturday,9,Food and Beverage,1809,9394,64,6,23,29,1,6,2,27,10,Online Payment,14,HSBC,888,26000,2,20,London,8, Vancouver,15,Retail Store,1, One-time Shopper,YES,1
254202,880602,22280,46649,01:16:09,6,Saturday,15,Home Decor,1506,1696,84,5,6,79,1,94,2,77,9,Net Banking,2, LMN Bank,778,49000,2,22,Miami,13,Bangalore,19,Supermarket,3,Regular,NO,0
793283,775203,6061,15231,22:03:52,3,Wednesday,6,Books and Stationery,2758,350,115,7,23,71,1,60,6,60,7,E-wallet,6,Bank of America,733,47000,7,3, Los Angeles,1, Abu Dhabi,12,Online,1, One-time Shopper,NO,0
793656,605424,98768,31308,20:11:05,5,Friday,16,Home Improvement,5802,1758,114,8,9,40,1,32,2,30,4,Cash,11,DEF Bank,517,83000,1,33,Tokyo,25,Hong Kong,17,Salon,1, One-time Shopper,YES,1
650773,391905,11106,32944,06:41:30,7,Sunday,7,Electronics,5303,2280,4,11,1,13,8,75,4,6,8,Mobile Payment,7,Barclays,518,49000,10,13,Dallas,22,Denver,14,Restaurant,3,Regular,YES,1
567059,566344,96175,21820,09:34:38,5,Friday,2, Electronics,7735,3136,147,7,18,76,2,24,7,9,1, Credit Card,6,Bank of America,672,90000,1,28,Sao Paulo,5, Manchester,4,Cosmetics Store,1, One-time Shopper,YES,1
555481,925233,51766,12839,15:50:59,6,Saturday,6,Books and Stationery,671,6724,131,13,23,57,2,19,13,21,5,Credit Card,17,JPMorgan Chase,646,28000,4,13,Dallas,18,Chicago,11,Office Supplies Store,3,Regular,NO,0
393177,960273,48795,65624,19:44:21,1,Monday,20,Sports,2483,6560,56,6,21,50,3,34,0,5,4,Cash,10,Citibank,559,54000,6,31,Singapore,7, San Francisco,3,Clothing Store,1, One-time Shopper,YES,1
228476,384159,87901,61930,01:03:09,5,Friday,6,Books and Stationery,6699,1986,61,3,22,82,1,7,2,44,5,Credit Card,3, TUV Bank,542,14000,6,33,Tokyo,31,Manchester,19,Supermarket,1, One-time Shopper,YES,1
632129,255447,24968,51871,20:46:38,1,Monday,6,Books and Stationery,6003,8690,141,9,19,35,3,56,8,3,3, Mobile Payment,19,TD Bank,874,84000,10,26,Rio de Janeiro,31,Manchester,6,Drug Store,1, One-time Shopper,NO,0
453323,547212,77787,90643,23:09:02,5,Friday,8,Fashion,46,7845,6,14,10,87,1,17,9,56,10,Online Payment,7,Barclays,661,84000,7,13,Dallas,11,Atlanta,17,Salon,2,Occasional,YES,1
609530,481331,23198,73106,14:48:45,5,Friday,1, Clothing,8644,9061,71,15,17,61,1,80,9,20,3, Mobile Payment,16,JP Morgan,656,24000,10,9,Buenos Aires,16,California,6,Drug Store,3,Regular,YES,1
947978,174073,53827,54035,06:47:02,1,Monday,4,Beauty & Personal Care,5757,9721,102,15,22,75,2,31,0,19,2, Debit Card,11,DEF Bank,585,8000,3,33,Tokyo,1, Abu Dhabi,9,Hardware,3,Regular,NO,0
662781,165054,59477,51480,07:35:32,6,Saturday,11,Grocery,1512,7257,128,8,14,87,1,46,0,17,5,Credit Card,1, JKL Bank,500,39000,3,23,Mumbai,7, San Francisco,12,Online,3,Regular,YES,1
567810,450424,60047,21754,15:07:26,2,Tuesday,8,Fashion,1728,9385,108,10,14,61,2,49,5,27,2, Debit Card,7,Barclays,714,35000,4,23,Mumbai,13,Bangalore,2,Bookstore,1, One-time Shopper,YES,1
652190,744634,91127,99603,08:13:57,6,Saturday,1, Clothing,6649,9385,15,2,12,93,1,4,2,51,9,Net Banking,12,Discover,849,39000,4,10,California,25,Hong Kong,9,Hardware,1, One-time Shopper,NO,0
620305,611679,61119,80987,04:13:16,3,Wednesday,9,Food and Beverage,7403,8870,67,9,7,71,1,89,2,37,9,Net Banking,7,Barclays,515,38000,8,30,Shanghai,4, Japan,4,Cosmetics Store,3,Regular,NO,0
375670,409514,41086,58521,13:02:06,3,Wednesday,1, Clothing,5930,1271,83,7,23,70,1,8,4,34,5,Credit Card,10,Citibank,579,84000,3,16,Florida,21,Delhi,18,Specialty Store,1, One-time Shopper,NO,0
964896,514545,14006,57201,03:35:56,7,Sunday,7,Electronics,2266,5054,67,8,16,48,2,83,1,36,8,Mobile Payment,11,DEF Bank,597,15000,6,28,Sao Paulo,9,"Anaheim, CA",16,Retailer,2,Occasional,NO,0
465631,496703,84336,34508,13:32:03,2,Tuesday,14,Home Appliances,6467,5845,5,9,12,86,1,45,0,66,2, Debit Card,10,Citibank,769,73000,3,5, Paris,22,Denver,17,Salon,1, One-time Shopper,YES,1
910537,123931,59365,58242,00:14:39,1,Monday,19,Pharmacy,1935,6455,112,1,1,2,57,76,0,2,6,Debit Card,3, TUV Bank,664,34000,8,26,Rio de Janeiro,24,Georgia,10,Home Store,2,Occasional,YES,1
331464,596165,18147,30701,00:25:03,4,Thursday,7,Electronics,3035,6333,19,14,21,10,7,56,4,10,4,Cash,9,Citi,768,67000,7,6, Toronto,1, Abu Dhabi,6,Drug Store,1, One-time Shopper,YES,1
350972,979347,45641,10321,05:43:47,5,Friday,4,Beauty & Personal Care,8939,1546,50,3,11,74,1,84,2,19,5,Credit Card,14,HSBC,680,88000,10,28,Sao Paulo,32,Massachusetts,5,Department Store,2,Occasional,NO,0
971167,447619,91326,99715,13:08:12,2,Tuesday,17,Office Supplies,4539,8904,137,14,14,75,2,33,5,74,9,Net Banking,3, TUV Bank,532,62000,5,24,New York,3, Brazil,4,Cosmetics Store,1, One-time Shopper,YES,1
342604,784988,42665,55594,20:58:35,1,Monday,20,Sports,9573,4339,85,6,20,67,1,4,4,22,7,E-wallet,20,Wells Fargo,670,20000,7,14,Delhi,20,Dallas,11,Office Supplies Store,3,Regular,YES,1
935837,216043,65224,64758,07:22:06,4,Thursday,3, Health & Beauty,329,4428,59,12,4,28,3,71,1,4,3, Mobile Payment,8,Chase,513,76000,2,16,Florida,27,Illinois,3,Clothing Store,1, One-time Shopper,YES,1
517143,293064,15117,4153,13:46:39,1,Monday,2, Electronics,7251,6049,1,4,20,94,1,56,2,79,2, Debit Card,13,HDFC Bank,830,40000,2,7,Bangalore,28,London,5,Department Store,1, One-time Shopper,YES,1
370549,174669,72922,23371,08:58:19,7,Sunday,12,Home & Kitchen,3293,2341,47,2,1,7,18,1,1,4,9,Net Banking,6,Bank of America,845,44000,7,22,Miami,3, Brazil,2,Bookstore,2,Occasional,NO,0
414166,911439,68325,70539,15:32:13,1,Monday,4,Beauty & Personal Care,2808,2324,41,3,21,27,4,73,3,5,8,Mobile Payment,13,HDFC Bank,820,67000,1,8,Boston,6, Miami,11,Office Supplies Store,2,Occasional,NO,0
447384,573855,85029,22956,12:57:16,1,Monday,2, Electronics,9742,6751,37,6,16,35,3,20,0,18,6,Debit Card,3, TUV Bank,559,58000,6,18,Houston,1, Abu Dhabi,5,Department Store,1, One-time Shopper,NO,0
737671,931765,89688,39246,00:26:50,6,Saturday,17,Office Supplies,6937,2236,126,10,13,19,8,15,4,7,9,Net Banking,12,Discover,739,21000,8,14,Delhi,28,London,5,Department Store,1, One-time Shopper,NO,0
951458,201851,49356,25067,16:50:40,1,Monday,13,Home and Garden,9159,7058,66,9,13,17,1,2,5,14,6,Debit Card,3, TUV Bank,741,40000,5,22,Miami,32,Massachusetts,12,Online,1, One-time Shopper,NO,0
821256,491923,31862,21558,23:05:01,7,Sunday,11,Grocery,8777,986,122,2,18,83,2,42,0,14,7,E-wallet,14,HSBC,586,19000,1,34,Washington,15,"Brooklyn, NY",7,Electronics,2,Occasional,YES,1
802126,529599,38556,37002,11:18:54,3,Wednesday,9,Food and Beverage,1700,3879,87,1,6,83,2,47,0,25,7,E-wallet,7,Barclays,557,10000,1,13,Dallas,9,"Anaheim, CA",10,Home Store,2,Occasional,NO,0
771055,348293,72134,72645,00:59:23,2,Tuesday,13,Home and Garden,2375,6498,34,2,23,9,3,56,0,3,4,Cash,19,TD Bank,541,79000,10,30,Shanghai,23,Florida,10,Home Store,1, One-time Shopper,YES,1
623071,929736,65607,18680,13:46:41,5,Friday,1, Clothing,1271,687,70,3,11,93,1,91,2,1,2, Debit Card,14,HSBC,707,87000,4,3, Los Angeles,24,Georgia,15,Retail Store,1, One-time Shopper,YES,1
401447,537938,67841,81173,02:07:25,7,Sunday,16,Home Improvement,9478,1800,98,7,18,40,4,16,3,38,7,E-wallet,15,ICICI Bank,773,3000,8,11,Chennai,2, Berlin,4,Cosmetics Store,2,Occasional,NO,0
145436,637174,33603,70874,09:30:47,7,Sunday,16,Home Improvement,6091,1925,5,14,12,28,6,26,1,3,9,Net Banking,16,JP Morgan,624,85000,7,24,New York,10,Arizona,2,Bookstore,1, One-time Shopper,NO,0
776327,884860,18772,22551,02:34:08,2,Tuesday,20,Sports,6678,4783,81,4,5,49,3,92,4,30,1, Credit Card,8,Chase,500,32000,10,11,Chennai,32,Massachusetts,5,Department Store,3,Regular,YES,1
663331,203640,29140,21048,23:39:14,3,Wednesday,5,Books,6422,3819,82,9,14,97,1,23,7,95,2, Debit Card,12,Discover,680,30000,3,4, New York,8, Vancouver,18,Specialty Store,1, One-time Shopper,NO,0
149678,992768,69227,5350,18:29:12,2,Tuesday,6,Books and Stationery,24,844,147,7,9,31,1,87,7,2,4,Cash,1, JKL Bank,589,5000,9,34,Washington,29,"Long Beach, CA",7,Electronics,2,Occasional,NO,0
575255,884027,9313,18410,02:25:31,6,Saturday,10,Furniture,55,5249,112,13,18,82,1,82,8,61,7,E-wallet,6,Bank of America,616,63000,7,22,Miami,34,Miami,18,Specialty Store,3,Regular,YES,1
508074,835160,86659,40950,02:21:04,5,Friday,14,Home Appliances,8568,4054,13,9,9,80,1,61,2,74,6,Debit Card,9,Citi,687,6000,10,13,Dallas,3, Brazil,7,Electronics,1, One-time Shopper,NO,0
434212,503792,37530,23524,02:12:44,4,Thursday,18,Pet Supplies,7281,3137,59,15,22,6,1,3,4,4,7,E-wallet,12,Discover,884,48000,8,21,Los Angeles,8, Vancouver,15,Retail Store,2,Occasional,YES,1
596105,200632,57563,82671,19:35:43,4,Thursday,16,Home Improvement,3385,5423,98,1,5,30,4,95,1,22,2, Debit Card,9,Citi,515,81000,6,28,Sao Paulo,14,Boston,4,Cosmetics Store,2,Occasional,NO,0
237996,921387,76638,9044,17:21:01,3,Wednesday,14,Home Appliances,4813,4789,35,7,22,10,9,64,4,5,9,Net Banking,4,AMEX,792,79000,6,9,Buenos Aires,28,London,4,Cosmetics Store,1, One-time Shopper,YES,1
